origin,destination,flow
Larsmo,Veteli,2
Föglö,Saltvik,2
Kivijärvi,Soini,2
Muurame,Kangasniemi,2
Kivijärvi,Vimpeli,2
Kivijärvi,Ähtäri,2
Imatra,Kouvola,2
Haapajärvi,Alavieska,2
Geta,Vårdö,2
Geta,Sund,2
Reisjärvi,Kalajoki,2
Luumäki,Heinola,2
Sotkamo,Rautavaara,2
Geta,Eckerö,2
Sotkamo,Lapinlahti,2
Reisjärvi,Kannus,2
Isokyrö,Pedersöre,2
Isokyrö,Jakobstad,2
Haapavesi,Reisjärvi,2
Nivala,Halsua,2
Suomussalmi,Kuhmo,2
Humppila,Karkkila,2
Pargas,Laitila,2
Rautalampi,Lapinlahti,2
Kerava,Hollola,2
Hamina,Lemi,2
Vimpeli,Kannus,2
Sysmä,Kouvola,2
Nakkila,Mynämäki,2
Paimio,Mynämäki,2
Pello,Tervola,2
Hamina,Heinola,2
Hamina,Hollola,2
Hamina,Vantaa,2
Sysmä,Janakkala,2
Janakkala,Nokia,2
Sysmä,Orimattila,2
Janakkala,Salo,2
Halsua,Ylivieska,2
Janakkala,Vesilahti,2
Joensuu,Juuka,2
Keitele,Jyväskylä,2
Korsholm,Ilmajoki,2
Säkylä,Pargas,2
Joensuu,Enonkoski,2
Keitele,Äänekoski,2
Vimpeli,Alavus,2
Pälkäne,Kärkölä,2
Turku,Ypäjä,2
Keminmaa,Kempele,2
Kempele,Haapavesi,2
Paimio,Oripää,2
Punkalaidun,Paimio,2
Janakkala,Somero,2
Tuusniemi,Heinävesi,2
Nakkila,Nokia,2
Kirkkonummi,Jokioinen,2
Kinnula,Karstula,2
Suonenjoki,Mikkeli,2
Lohja,Pargas,2
Perho,Saarijärvi,2
Närpes,Kauhava,2
Lohja,Loimaa,2
Paimio,Laitila,2
Janakkala,Heinola,2
Kihniö,Kuortane,2
Hailuoto,Liminka,2
Kinnula,Saarijärvi,2
Hailuoto,Ii,2
Lohja,Jokioinen,2
Kinnula,Vimpeli,2
Tuusula,Hattula,2
Lohja,Marttila,2
Pielavesi,Sonkajärvi,2
Petäjävesi,Tampere,2
Lohja,Pornainen,2
Keuruu,Kihniö,2
Lohja,Raisio,2
Sysmä,Hattula,2
Suonenjoki,Viitasaari,2
Halsua,Sievi,2
Keuruu,Pirkkala,2
Keuruu,Soini,2
Janakkala,Kauniainen,2
Lohja,Paimio,2
Keuruu,Ylöjärvi,2
Humppila,Lohja,2
Nakkila,Pyhäranta,2
Kihniö,Honkajoki,2
Kihniö,Jämijärvi,2
Virrat,Jämijärvi,2
Kokemäki,Vehmaa,2
Myrskylä,Pyhtää,2
Virrat,Nokia,2
Ingå,Karkkila,2
Muurame,Saarijärvi,2
Kouvola,Nurmijärvi,2
Soini,Kauhava,2
Lumijoki,Ii,2
Riihimäki,Kangasala,2
Evijärvi,Soini,2
Evijärvi,Vaasa,2
Vårdö,Kumlinge,2
Nokia,Humppila,2
Evijärvi,Vöyri,2
Ingå,Mäntsälä,2
Valkeakoski,Ikaalinen,2
Kouvola,Hartola,2
Valkeakoski,Jokioinen,2
Kouvola,Espoo,2
Soini,Virrat,2
Kotka,Savitaipale,2
Reisjärvi,Kokkola,2
Ingå,Riihimäki,2
Riihimäki,Akaa,2
Somero,Hattula,2
Ulvila,Hämeenkyrö,2
Somero,Hausjärvi,2
Padasjoki,Jyväskylä,2
Padasjoki,Kouvola,2
Valkeakoski,Kärkölä,2
Hyvinkää,Asikkala,2
Koski_Tl,Tammela,2
Sodankylä,Salla,2
Kouvola,Tuusula,2
Valkeakoski,Hyvinkää,2
Kronoby,Halsua,2
Kuhmoinen,Hattula,2
Hyvinkää,Lapinjärvi,2
Eurajoki,Nokia,2
Kuhmo,Iisalmi,2
Kronoby,Ylivieska,2
Kronoby,Vaasa,2
Kronoby,Toholampi,2
Kronoby,Sievi,2
Nokia,Kokemäki,2
Luhanka,Heinola,2
Padasjoki,Akaa,2
Pyhtää,Miehikkälä,2
Luhanka,Kangasniemi,2
Siuntio,Riihimäki,2
Ingå,Järvenpää,2
Luhanka,Lahti,2
Luhanka,Laukaa,2
Ingå,Hanko,2
Kristinestad,Parkano,2
Siuntio,Sipoo,2
Luhanka,Mänttä-Vilppula,2
Ingå,Hyvinkää,2
Kristinestad,Karvia,2
Sodankylä,Kolari,2
Luhanka,Orivesi,2
Evijärvi,Kannus,2
Vöyri,Kaustinen,2
Vöyri,Kauhajoki,2
Isojoki,Ikaalinen,2
Somero,Aura,2
Somero,Lempäälä,2
Larsmo,Kalajoki,2
Forssa,Järvenpää,2
Virrat,Lapua,2
Somero,Masku,2
Isojoki,Närpes,2
Pyhtää,Orimattila,2
Somero,Kangasala,2
Kontiolahti,Kuopio,2
Muurame,Multia,2
Padasjoki,Mänttä-Vilppula,2
Oripää,Punkalaidun,2
Somero,Raisio,2
Konnevesi,Toivakka,2
Forssa,Mäntsälä,2
Muurame,Mänttä-Vilppula,2
Nokia,Forssa,2
Muurame,Mikkeli,2
Koski_Tl,Raasepori,2
Kontiolahti,Tuusniemi,2
Forssa,Lahti,2
Korsnäs,Ilmajoki,2
Somero,Nousiainen,2
Isojoki,Seinäjoki,2
Korsnäs,Karijoki,2
Forssa,Hämeenkyrö,2
Koski_Tl,Helsinki,2
Muurame,Orivesi,2
Pomarkku,Honkajoki,2
Kontiolahti,Kitee,2
Pöytyä,Kustavi,1
Valkeakoski,Hollola,1
Petäjävesi,Kannonkoski,1
Uusikaupunki,Nakkila,1
Humppila,Raisio,1
Hyvinkää,Salo,1
Petäjävesi,Kangasala,1
Hyrynsalmi,Pudasjärvi,1
Humppila,Kokemäki,1
Valkeakoski,Humppila,1
Huittinen,Marttila,1
Hyvinkää,Jokioinen,1
Humppila,Uusikaupunki,1
Hyvinkää,Somero,1
Uusikaupunki,Loimaa,1
Huittinen,Brändö,1
Humppila,Ulvila,1
Hämeenkyrö,Siikainen,1
Humppila,Espoo,1
Valtimo,Lapinlahti,1
Nykarleby,Ilmajoki,1
Mynämäki,Ulvila,1
Valkeakoski,Salo,1
Hyvinkää,Loimaa,1
Humppila,Hollola,1
Huittinen,Masku,1
Pälkäne,Jyväskylä,1
Honkajoki,Nokia,1
Hyvinkää,Lempäälä,1
Pöytyä,Kimitoön,1
Myrskylä,Iitti,1
Valkeakoski,Espoo,1
Varkaus,Kontiolahti,1
Hyrynsalmi,Kuhmo,1
Hyvinkää,Kouvola,1
Humppila,Hyvinkää,1
Honkajoki,Närpes,1
Pirkkala,Padasjoki,1
Valkeakoski,Hausjärvi,1
Humppila,Eura,1
Valkeakoski,Helsinki,1
Petäjävesi,Karstula,1
Uusikaupunki,Paimio,1
Varkaus,Kaavi,1
Hämeenkyrö,Ulvila,1
Uusikaupunki,Oripää,1
Pirkkala,Säkylä,1
Nykarleby,Kalajoki,1
Petäjävesi,Orivesi,1
Myrskylä,Sysmä,1
Hyvinkää,Loviisa,1
Humppila,Pälkäne,1
Valkeakoski,Jämsä,1
Uusikaupunki,Salo,1
Varkaus,Joutsa,1
Valkeakoski,Koski_Tl,1
Pöytyä,Harjavalta,1
Valkeakoski,Loppi,1
Pälkäne,Sastamala,1
Hämeenkyrö,Juupajoki,1
Pöytyä,Hyvinkää,1
Honkajoki,Säkylä,1
Honkajoki,Sastamala,1
Pälkäne,Turku,1
Nykarleby,Teuva,1
Pirkkala,Rauma,1
Hyvinkää,Akaa,1
Uusikaupunki,Sastamala,1
Punkalaidun,Hämeenlinna,1
Valkeakoski,Lahti,1
Nykarleby,Veteli,1
Pälkäne,Urjala,1
Hyrynsalmi,Taivalkoski,1
Honkajoki,Tampere,1
Hämeenkyrö,Lieto,1
Myrskylä,Hausjärvi,1
Pälkäne,Hämeenkyrö,1
Uusikaupunki,Saltvik,1
Varkaus,Kitee,1
Nykarleby,Reisjärvi,1
Myrskylä,Asikkala,1
Humppila,Mäntsälä,1
Pälkäne,Asikkala,1
Varkaus,Laukaa,1
Punkalaidun,Hattula,1
Polvijärvi,Leppävirta,1
Vaasa,Alajärvi,1
Pöytyä,Kerava,1
Hämeenlinna,Myrskylä,1
Hämeenlinna,Marttila,1
Pertunmaa,Pukkila,1
Orimattila,Hamina,1
Pälkäne,Järvenpää,1
Pertunmaa,Sysmä,1
Honkajoki,Rauma,1
Hämeenkyrö,Hämeenlinna,1
Hämeenkyrö,Eura,1
Pälkäne,Karkkila,1
Huittinen,Vehmaa,1
Humppila,Oripää,1
Petäjävesi,Alajärvi,1
Nykarleby,Perho,1
Honkajoki,Seinäjoki,1
Valtimo,Siilinjärvi,1
Hämeenlinna,Kurikka,1
Punkalaidun,Harjavalta,1
Pirkkala,Pori,1
Valtimo,Polvijärvi,1
Petäjävesi,Kangasniemi,1
Lieto,Vehmaa,1
Pyhäranta,Nousiainen,1
Honkajoki,Karijoki,1
Ylivieska,Vimpeli,1
Espoo,Somero,1
Pyhtää,Järvenpää,1
Eura,Akaa,1
Nokia,Somero,1
Eura,Forssa,1
Eura,Jokioinen,1
Eura,Kangasala,1
Nokia,Salo,1
Eura,Koski_Tl,1
Ylivieska,Muhos,1
Eura,Lempäälä,1
Eura,Pargas,1
Eura,Marttila,1
Eura,Naantali,1
Ylivieska,Lappajärvi,1
Eura,Nousiainen,1
Eura,Paimio,1
Eura,Pirkkala,1
Eura,Punkalaidun,1
Eura,Rusko,1
Eura,Salo,1
Jakobstad,Malax,1
Ylivieska,Evijärvi,1
Ylitornio,Simo,1
Eurajoki,Aura,1
Ylitornio,Oulu,1
Ylöjärvi,Hattula,1
Nokia,Tuusula,1
Ylöjärvi,Humppila,1
Ylöjärvi,Rauma,1
Brändö,Masku,1
Brändö,Mynämäki,1
Nousiainen,Koski_Tl,1
Brändö,Saltvik,1
Brändö,Taivassalo,1
Ylöjärvi,Ulvila,1
Brändö,Vehmaa,1
Ylöjärvi,Tammela,1
Eckerö,Geta,1
Ylöjärvi,Salo,1
Nousiainen,Kokemäki,1
Eckerö,Kumlinge,1
Enonkoski,Joensuu,1
Pyhtää,Hämeenlinna,1
Enonkoski,Sulkava,1
Enonkoski,Suonenjoki,1
Nousiainen,Forssa,1
Nokia,Ypäjä,1
Ylöjärvi,Karvia,1
Jakobstad,Sievi,1
Espoo,Jokioinen,1
Pyhtää,Hollola,1
Ylöjärvi,Jämsä,1
Ylöjärvi,Jokioinen,1
Espoo,Kimitoön,1
Pyhtää,Hyvinkää,1
Vöyri,Vimpeli,1
Eurajoki,Ikaalinen,1
Nokia,Loimaa,1
Virrat,Kauhava,1
Virrat,Soini,1
Virrat,Pälkäne,1
Forssa,Eura,1
Pihtipudas,Kärsämäki,1
Jakobstad,Kannus,1
Forssa,Hollola,1
Virrat,Multia,1
Virrat,Laukaa,1
Forssa,Ingå,1
Nokia,Helsinki,1
Nokia,Harjavalta,1
Forssa,Kerava,1
Nokia,Eurajoki,1
Virrat,Sastamala,1
Virrat,Kauhajoki,1
Nokia,Eura,1
Pyhtää,Pukkila,1
Forssa,Oripää,1
Nivala,Viitasaari,1
Nivala,Vieremä,1
Forssa,Pori,1
Nivala,Veteli,1
Forssa,Raisio,1
Forssa,Rauma,1
Forssa,Rusko,1
Forssa,Raasepori,1
Punkalaidun,Raisio,1
Virrat,Valkeakoski,1
Eurajoki,Loimaa,1
Nokia,Jämijärvi,1
Eurajoki,Merikarvia,1
Eurajoki,Nousiainen,1
Eurajoki,Raisio,1
Vöyri,Kuortane,1
Eurajoki,Tampere,1
Vöyri,Korsnäs,1
Eurajoki,Urjala,1
Nokia,Kaarina,1
Eurajoki,Vesilahti,1
Eurajoki,Ylöjärvi,1
Nokia,Jämsä,1
Evijärvi,Isokyrö,1
Vårdö,Taivassalo,1
Virrat,Vimpeli,1
Nokia,Janakkala,1
Evijärvi,Larsmo,1
Jakobstad,Laihia,1
Evijärvi,Sievi,1
Evijärvi,Toholampi,1
Pyhtää,Mäntyharju,1
Evijärvi,Ylivieska,1
Vårdö,Hammarland,1
Pihtipudas,Konnevesi,1
Vårdö,Geta,1
Finström,Laitila,1
Pihtipudas,Kuopio,1
Pyhtää,Hausjärvi,1
Brändö,Jomala,1
Akaa,Tuusula,1
Nurmijärvi,Hattula,1
Äänekoski,Alajärvi,1
Puolanka,Siikalatva,1
Alavus,Kivijärvi,1
Ähtäri,Nykarleby,1
Alavus,Lappajärvi,1
Ähtäri,Uurainen,1
Alavus,Muurame,1
Puolanka,Taivalkoski,1
Alavus,Parkano,1
Alavus,Perho,1
Alavus,Petäjävesi,1
Alavus,Pirkkala,1
Alavus,Vaasa,1
Alavus,Isokyrö,1
Pedersöre,Ylivieska,1
Asikkala,Askola,1
Asikkala,Akaa,1
Asikkala,Espoo,1
Asikkala,Hattula,1
Asikkala,Hausjärvi,1
Puolanka,Tyrnävä,1
Ähtäri,Pihtipudas,1
Ähtäri,Perho,1
Nurmijärvi,Asikkala,1
Asikkala,Jämsä,1
Asikkala,Järvenpää,1
Alavus,Karvia,1
Alavus,Hämeenkyrö,1
Nurmes,Vieremä,1
Äänekoski,Orivesi,1
Punkalaidun,Tammela,1
Alajärvi,Haapajärvi,1
Alajärvi,Jyväskylä,1
Äänekoski,Varkaus,1
Alajärvi,Karvia,1
Alajärvi,Keuruu,1
Äänekoski,Tervo,1
Äänekoski,Ruovesi,1
Äänekoski,Pihtipudas,1
Alajärvi,Korsholm,1
Alajärvi,Reisjärvi,1
Alajärvi,Ruovesi,1
Alajärvi,Nykarleby,1
Alavus,Honkajoki,1
Alajärvi,Viitasaari,1
Alajärvi,Virrat,1
Äänekoski,Kivijärvi,1
Alavieska,Kaustinen,1
Alavieska,Kärsämäki,1
Alavieska,Liminka,1
Pedersöre,Merijärvi,1
Puolanka,Posio,1
Äänekoski,Kangasniemi,1
Alavieska,Toholampi,1
Äänekoski,Joutsa,1
Alavus,Evijärvi,1
Asikkala,Kerava,1
Ähtäri,Muurame,1
Akaa,Turku,1
Ypäjä,Loppi,1
Pedersöre,Kannus,1
Aura,Punkalaidun,1
Aura,Raasepori,1
Aura,Uusikaupunki,1
Nurmes,Ilomantsi,1
Akaa,Aura,1
Akaa,Espoo,1
Puumala,Parikkala,1
Akaa,Helsinki,1
Akaa,Hollola,1
Pedersöre,Kalajoki,1
Pedersöre,Isokyrö,1
Pedersöre,Ilmajoki,1
Aura,Lohja,1
Ypäjä,Kirkkonummi,1
Akaa,Karkkila,1
Akaa,Kokemäki,1
Akaa,Koski_Tl,1
Akaa,Kärkölä,1
Ypäjä,Kangasala,1
Nousiainen,Säkylä,1
Nousiainen,Sauvo,1
Ypäjä,Janakkala,1
Närpes,Honkajoki,1
Akaa,Rauma,1
Ypäjä,Eura,1
Ypäjä,Raisio,1
Ypäjä,Riihimäki,1
Asikkala,Mikkeli,1
Askola,Heinola,1
Punkalaidun,Rusko,1
Asikkala,Nurmijärvi,1
Nurmes,Tuusniemi,1
Asikkala,Pertunmaa,1
Asikkala,Pyhtää,1
Asikkala,Pälkäne,1
Asikkala,Savitaipale,1
Puumala,Enonkoski,1
Asikkala,Valkeakoski,1
Asikkala,Ylöjärvi,1
Ähtäri,Lappajärvi,1
Puumala,Joroinen,1
Askola,Janakkala,1
Ypäjä,Säkylä,1
Pihtipudas,Haapavesi,1
Pihtipudas,Halsua,1
Ypäjä,Vihti,1
Ypäjä,Uusikaupunki,1
Ypäjä,Ulvila,1
Nurmes,Pielavesi,1
Nurmes,Paltamo,1
Punkalaidun,Rauma,1
Aura,Harjavalta,1
Aura,Huittinen,1
Aura,Jokioinen,1
Ypäjä,Sastamala,1
Forssa,Sauvo,1
Forssa,Ulvila,1
Virolahti,Taipalsaari,1
Heinävesi,Rääkkylä,1
Vieremä,Sotkamo,1
Vieremä,Rautavaara,1
Vieremä,Pihtipudas,1
Mänttä-Vilppula,Parkano,1
Vieremä,Keitele,1
Vieremä,Haapajärvi,1
Veteli,Vöyri,1
Veteli,Soini,1
Pyhäntä,Pielavesi,1
Hausjärvi,Pälkäne,1
Veteli,Pihtipudas,1
Heinävesi,Polvijärvi,1
Pyhäntä,Siikajoki,1
Mänttä-Vilppula,Saarijärvi,1
Heinävesi,Siilinjärvi,1
Pyhäntä,Sonkajärvi,1
Veteli,Laihia,1
Veteli,Kyyjärvi,1
Helsinki,Forssa,1
Veteli,Kuortane,1
Pyhäntä,Toholampi,1
Närpes,Parkano,1
Helsinki,Iitti,1
Mänttä-Vilppula,Ikaalinen,1
Vesilahti,Tammela,1
Vesilahti,Säkylä,1
Hausjärvi,Asikkala,1
Vieremä,Valtimo,1
Helsinki,Lapinjärvi,1
Vihti,Koski_Tl,1
Pielavesi,Konnevesi,1
Hartola,Kangasala,1
Naantali,Jokioinen,1
Vihti,Sauvo,1
Hartola,Lappeenranta,1
Naantali,Forssa,1
Mänttä-Vilppula,Äänekoski,1
Hartola,Toivakka,1
Hattula,Espoo,1
Pihtipudas,Vesanto,1
Pielavesi,Haapajärvi,1
Hattula,Huittinen,1
Vihti,Kangasala,1
Hattula,Tuusula,1
Vihti,Jokioinen,1
Mänttä-Vilppula,Valkeakoski,1
Hattula,Kerava,1
Pieksämäki,Vesanto,1
Mänttä-Vilppula,Toivakka,1
Hattula,Orivesi,1
Pihtipudas,Vieremä,1
Hattula,Punkalaidun,1
Vihti,Hattula,1
Punkalaidun,Koski_Tl,1
Hattula,Salo,1
Vihti,Akaa,1
Helsinki,Kouvola,1
Helsinki,Myrskylä,1
Hartola,Iitti,1
Vehmaa,Forssa,1
Mäntyharju,Juva,1
Hirvensalmi,Savitaipale,1
Hirvensalmi,Varkaus,1
Hollola,Akaa,1
Hollola,Espoo,1
Hollola,Forssa,1
Pyhäranta,Masku,1
Vehmaa,Marttila,1
Mäntyharju,Hollola,1
Pieksämäki,Jämsä,1
Pieksämäki,Joutsa,1
Vehmaa,Huittinen,1
Vehmaa,Eurajoki,1
Vehmaa,Säkylä,1
Hollola,Mäntyharju,1
Mäntyharju,Vantaa,1
Hollola,Orivesi,1
Mäntyharju,Asikkala,1
Varkaus,Sulkava,1
Pyhäranta,Nakkila,1
Hollola,Ylöjärvi,1
Honkajoki,Harjavalta,1
Honkajoki,Hämeenlinna,1
Honkajoki,Ikaalinen,1
Honkajoki,Ilmajoki,1
Varkaus,Polvijärvi,1
Vehmaa,Sauvo,1
Hirvensalmi,Kouvola,1
Vesilahti,Jokioinen,1
Mäntyharju,Lapinjärvi,1
Vesilahti,Ikaalinen,1
Mäntyharju,Toivakka,1
Vesilahti,Helsinki,1
Pyhäntä,Ylivieska,1
Mäntyharju,Puumala,1
Vesanto,Vieremä,1
Vesanto,Varkaus,1
Mäntyharju,Pieksämäki,1
Vantaa,Hollola,1
Punkalaidun,Kangasala,1
Mäntyharju,Loviisa,1
Pihtipudas,Äänekoski,1
Vesanto,Pihtipudas,1
Hirvensalmi,Juva,1
Pyhäranta,Harjavalta,1
Pyhäranta,Kaarina,1
Vesanto,Perho,1
Vesanto,Leppävirta,1
Pyhäranta,Kokemäki,1
Vesanto,Karstula,1
Vesanto,Iisalmi,1
Vantaa,Tammela,1
Pirkkala,Ikaalinen,1
Vehmaa,Sastamala,1
Hirvensalmi,Hollola,1
Mäntyharju,Jyväskylä,1
Vihti,Turku,1
Hartola,Hollola,1
Föglö,Hammarland,1
Halsua,Karstula,1
Haapavesi,Lumijoki,1
Vimpeli,Reisjärvi,1
Pielavesi,Sotkamo,1
Pyhäjoki,Lumijoki,1
Haapavesi,Vaala,1
Vimpeli,Kurikka,1
Haapavesi,Vieremä,1
Hailuoto,Kemi,1
Punkalaidun,Pori,1
Hailuoto,Pyhäjoki,1
Hailuoto,Tyrnävä,1
Nakkila,Rusko,1
Halsua,Kauhava,1
Haapavesi,Kokkola,1
Pyhäjoki,Tyrnävä,1
Nakkila,Raisio,1
Pielavesi,Saarijärvi,1
Halsua,Jakobstad,1
Halsua,Seinäjoki,1
Halsua,Soini,1
Nakkila,Pomarkku,1
Halsua,Nykarleby,1
Nakkila,Oripää,1
Halsua,Viitasaari,1
Hamina,Asikkala,1
Hamina,Espoo,1
Pyhäjoki,Kronoby,1
Nivala,Karstula,1
Hamina,Imatra,1
Jakobstad,Halsua,1
Nivala,Pyhäntä,1
Föglö,Lumparland,1
Föglö,Pargas,1
Virolahti,Sipoo,1
Föglö,Masku,1
Föglö,Sottunga,1
Föglö,Taivassalo,1
Föglö,Turku,1
Virolahti,Savitaipale,1
Virolahti,Porvoo,1
Geta,Lemland,1
Geta,Lumparland,1
Haapajärvi,Halsua,1
Haapavesi,Kannus,1
Nivala,Jakobstad,1
Nivala,Oulu,1
Haapajärvi,Perho,1
Haapajärvi,Pielavesi,1
Virolahti,Lahti,1
Haapajärvi,Pyhäjoki,1
Virolahti,Askola,1
Haapajärvi,Vaala,1
Haapajärvi,Vieremä,1
Haapajärvi,Vimpeli,1
Nivala,Kiuruvesi,1
Haapavesi,Kajaani,1
Pielavesi,Rautavaara,1
Vimpeli,Karstula,1
Pyhäjärvi,Ylivieska,1
Naantali,Pyhäranta,1
Naantali,Tampere,1
Hanko,Koski_Tl,1
Viitasaari,Petäjävesi,1
Hanko,Masku,1
Viitasaari,Nivala,1
Viitasaari,Multia,1
Naantali,Raasepori,1
Hanko,Siuntio,1
Hanko,Vihti,1
Pyhäjärvi,Sievi,1
Harjavalta,Honkajoki,1
Harjavalta,Hämeenkyrö,1
Punkalaidun,Kimitoön,1
Pyhäjärvi,Muhos,1
Harjavalta,Lempäälä,1
Harjavalta,Lieto,1
Harjavalta,Loimaa,1
Harjavalta,Mynämäki,1
Pyhäjärvi,Utajärvi,1
Harjavalta,Pirkkala,1
Pyhäjärvi,Veteli,1
Harjavalta,Raisio,1
Harjavalta,Siikainen,1
Viitasaari,Kaustinen,1
Harjavalta,Valkeakoski,1
Harjavalta,Ylöjärvi,1
Viitasaari,Pieksämäki,1
Hanko,Aura,1
Nakkila,Loimaa,1
Nakkila,Kaarina,1
Vimpeli,Ilmajoki,1
Nakkila,Lieto,1
Hämeenlinna,Ruovesi,1
Hamina,Mäntsälä,1
Hamina,Orimattila,1
Hamina,Pornainen,1
Vimpeli,Haapajärvi,1
Hamina,Savitaipale,1
Hamina,Sipoo,1
Hamina,Tuusula,1
Pielavesi,Rautalampi,1
Hammarland,Föglö,1
Viitasaari,Suonenjoki,1
Naantali,Valkeakoski,1
Hankasalmi,Hartola,1
Hankasalmi,Joutsa,1
Hankasalmi,Juva,1
Nakkila,Humppila,1
Hankasalmi,Konnevesi,1
Pyhäjärvi,Kannus,1
Pyhäjärvi,Kivijärvi,1
Hankasalmi,Petäjävesi,1
Hankasalmi,Saarijärvi,1
Punkalaidun,Lieto,1
Hankasalmi,Varkaus,1
Hankasalmi,Vesanto,1
Hamina,Myrskylä,1
Jämsä,Heinola,1
Hämeenlinna,Raasepori,1
Soini,Viitasaari,1
Soini,Halsua,1
Soini,Isokyrö,1
Soini,Kannonkoski,1
Luhanka,Valkeakoski,1
Lumijoki,Haapavesi,1
Soini,Kihniö,1
Riihimäki,Heinola,1
Soini,Lapua,1
Soini,Multia,1
Lumijoki,Muhos,1
Kouvola,Janakkala,1
Kouvola,Imatra,1
Soini,Muurame,1
Kouvola,Hämeenlinna,1
Soini,Pedersöre,1
Kouvola,Sipoo,1
Luhanka,Tampere,1
Kristinestad,Harjavalta,1
Luhanka,Lempäälä,1
Siuntio,Mäntsälä,1
Riihimäki,Kotka,1
Kronoby,Isokyrö,1
Kronoby,Ilmajoki,1
Luhanka,Kuhmoinen,1
Kristinestad,Tampere,1
Kristinestad,Pomarkku,1
Luhanka,Petäjävesi,1
Kristinestad,Korsholm,1
Siuntio,Somero,1
Siuntio,Turku,1
Padasjoki,Helsinki,1
Kristinestad,Jämijärvi,1
Kristinestad,Hämeenkyrö,1
Soini,Vaasa,1
Pori,Raisio,1
Padasjoki,Myrskylä,1
Kotka,Pornainen,1
Lumparland,Saltvik,1
Padasjoki,Kärkölä,1
Koski_Tl,Nousiainen,1
Koski_Tl,Naantali,1
Koski_Tl,Masku,1
Pori,Punkalaidun,1
Koski_Tl,Pargas,1
Somero,Kauniainen,1
Lumparland,Vårdö,1
Koski_Tl,Hyvinkää,1
Koski_Tl,Humppila,1
Koski_Tl,Hausjärvi,1
Koski_Tl,Espoo,1
Korsnäs,Vöyri,1
Padasjoki,Mikkeli,1
Koski_Tl,Rauma,1
Koski_Tl,Rusko,1
Reisjärvi,Saarijärvi,1
Lumparland,Föglö,1
Pori,Pöytyä,1
Pudasjärvi,Vaala,1
Kotka,Lemi,1
Lumijoki,Tyrnävä,1
Kotka,Kärkölä,1
Lumijoki,Ylivieska,1
Kotka,Asikkala,1
Koski_Tl,Sauvo,1
Lumparland,Hammarland,1
Koski_Tl,Ylöjärvi,1
Koski_Tl,Urjala,1
Riihimäki,Asikkala,1
Koski_Tl,Tampere,1
Koski_Tl,Säkylä,1
Kronoby,Lestijärvi,1
Pori,Vehmaa,1
Kronoby,Nivala,1
Kronoby,Reisjärvi,1
Kuortane,Pedersöre,1
Kuortane,Kaustinen,1
Riihimäki,Siuntio,1
Kuortane,Kauhajoki,1
Kuortane,Karstula,1
Kuortane,Isokyrö,1
Riihimäki,Raasepori,1
Loviisa,Miehikkälä,1
Simo,Kempele,1
Simo,Raahe,1
Simo,Ranua,1
Simo,Rovaniemi,1
Kuopio,Nurmes,1
Kuopio,Laukaa,1
Kuopio,Kontiolahti,1
Kuortane,Tampere,1
Kuortane,Vaasa,1
Kuortane,Vöyri,1
Kurikka,Korsnäs,1
Pornainen,Janakkala,1
Siilinjärvi,Juuka,1
Loviisa,Heinola,1
Loviisa,Janakkala,1
Kurikka,Kuortane,1
Riihimäki,Urjala,1
Oulu,Nivala,1
Siilinjärvi,Sonkajärvi,1
Siilinjärvi,Pieksämäki,1
Loviisa,Kauniainen,1
Kurikka,Kankaanpää,1
Kurikka,Isojoki,1
Siilinjärvi,Rautalampi,1
Kurikka,Honkajoki,1
Oulu,Simo,1
Sipoo,Kärkölä,1
Kumlinge,Uusikaupunki,1
Oulu,Ylivieska,1
Riihimäki,Lempäälä,1
Kuhmo,Vieremä,1
Riihimäki,Lapinjärvi,1
Kuhmo,Suomussalmi,1
Sipoo,Siuntio,1
Kuhmo,Sonkajärvi,1
Loviisa,Vihti,1
Sipoo,Orimattila,1
Kuhmo,Kuopio,1
Siuntio,Akaa,1
Kuhmo,Juuka,1
Kuhmo,Joensuu,1
Loviisa,Virolahti,1
Siuntio,Hämeenlinna,1
Sipoo,Pukkila,1
Pori,Virrat,1
Riihimäki,Padasjoki,1
Kumlinge,Kökar,1
Kumlinge,Sottunga,1
Kumlinge,Saltvik,1
Kumlinge,Naantali,1
Sipoo,Lahti,1
Kumlinge,Lumparland,1
Kumlinge,Lemland,1
Kumlinge,Brändö,1
Kuhmoinen,Lempäälä,1
Oripää,Rauma,1
Kuhmoinen,Uurainen,1
Kuhmoinen,Tuusula,1
Sipoo,Lohja,1
Sipoo,Myrskylä,1
Kuhmoinen,Loimaa,1
Larsmo,Evijärvi,1
Somero,Mynämäki,1
Kustavi,Aura,1
Pedersöre,Sievi,1
Sund,Brändö,1
Reisjärvi,Alavieska,1
Kirkkonummi,Pälkäne,1
Pori,Naantali,1
Kirkkonummi,Marttila,1
Kirkkonummi,Loviisa,1
Kirkkonummi,Loimaa,1
Kirkkonummi,Lahti,1
Kirkkonummi,Kimitoön,1
Sund,Pyhäranta,1
Sund,Turku,1
Kirkkonummi,Janakkala,1
Kirkkonummi,Hämeenlinna,1
Rautjärvi,Mikkeli,1
Rautjärvi,Lemi,1
Kirkkonummi,Turku,1
Sulkava,Taipalsaari,1
Lohja,Askola,1
Paimio,Hanko,1
Kiuruvesi,Paltamo,1
Luumäki,Sulkava,1
Sottunga,Vårdö,1
Kiuruvesi,Kinnula,1
Paimio,Espoo,1
Sulkava,Joroinen,1
